"dt","brand","models","source","average_daily_price"
"2023-10-16","Vans","Half Cab GORE-TEX MTE-3 Boots","Tactics.com","169.95"
"2023-10-14","Converse","Chuck Taylor All Star Pro Mid ","Tactics.com","74.95"
"2023-10-02","Tactics","Cascadia Puffy Slippers","Tactics.com","0.00"
"2023-10-24","Rainbow Sandals","The Bentley Sandals","Tactics.com","0.00"
"2023-10-20","C1rca","Buckler Sk ","CCS.com","69.95"
"2023-10-25","Nike SB","Zoom Blazer Low Pro GT ","Tactics.com","84.95"
"2023-10-22","Vans","Rowan 2 Pro ","Tactics.com","109.95"
"2023-10-06","Nike SB","Zoom Blazer Mid ","Tactics.com","89.95"
"2023-10-28","Etnies","MC Rap Hi ","Tactics.com","94.95"
"2023-10-14","Converse","Ctas Pro Hi ","CCS.com","74.95"
"2023-09-30","Lakai","Trudger ","Tactics.com","94.95"
"2023-10-26","New","Balance 417 Villani ","CCS.com","89.95"
"2023-10-01","Emerica","Wino G6 Cup Slip-On Shoes","Tactics.com","84.95"
"2023-10-04","Vans","Skate Half Cab &#39;92 ","CCS.com","94.95"
"2023-10-11","DC","Manual Hi ","Tactics.com","0.00"
"2023-10-15","Adidas","Superstar ADV ","Tactics.com","99.95"
"2023-09-30","Vans","Zahba Mid ","CCS.com","77.00"
"2023-09-30","Adidas","Tyshawn ","CCS.com","89.95"
"2023-10-02","Nike SB","BRSB Eco ","Tactics.com","84.95"
"2023-10-27","Rainbow Sandals","The Rastafarian Sandals","Tactics.com","0.00"
"2023-10-23","Adidas","Superstar ADV ","Tactics.com","99.95"
"2023-10-06","Saucony","Jazz Court ","CCS.com","70.00"
"2023-10-21","Adidas","Superstar ADV ","Tactics.com","99.95"
"2023-10-12","Converse","Ctas Pro Mid ","CCS.com","74.95"
"2023-10-23","Last Resort","VM003 - Canvas High Top ","Tactics.com","89.95"
"2023-10-08","Adidas","Tyshawn ","CCS.com","89.95"
"2023-10-13","Converse","One Star Pro ","Tactics.com","74.95"
"2023-09-30","DAKINE","Friendly Foam Vanish Sandals","Tactics.com","0.00"
"2023-10-16","eS","Muska ","CCS.com","149.95"
"2023-10-24","Nike SB","SB Chron 2 ","CCS.com","74.95"
"2023-10-15","Vans","Skate Half Cab ","CCS.com","84.95"
"2023-10-17","Adidas","Tyshawn Low ","CCS.com","84.95"
"2023-10-17","Converse","Chuck Taylor All Star Pro High ","Tactics.com","79.95"
"2023-10-04","Vans","Snow Lodge Mid guard Slipper","Tactics.com","84.95"
"2023-09-30","C1rca","Buckler Sk ","CCS.com","69.95"
"2023-10-02","Thirtytwo","The Lounger Slippers","Tactics.com","79.95"
"2023-10-04","Adidas","PUIG Indoor ","Tactics.com","79.95"
"2023-10-21","Opus","Court Hi ","CCS.com","69.95"
"2023-10-05","Etnies","Marana Michelin ","Tactics.com","104.95"
"2023-10-21","Adidas","Samba ADV ","CCS.com","99.95"
"2023-10-24","Emerica","Wino G6 Slip-On Shoes","Tactics.com","74.95"
"2023-10-08","Globe","Mahalo ","CCS.com","84.95"
"2023-10-24","C1rca","AL 50 ","CCS.com","69.95"
"2023-10-14","Converse","Chuck Taylor All Star Pro High ","Tactics.com","79.95"
"2023-10-08","eS","x Chomp On Kicks Tribo x Vireo ","CCS.com","119.95"
"2023-10-06","Emerica","Gamma G6 ","Tactics.com","94.95"
"2023-10-20","N/A","Previous","Tactics.com","0.00"
"2023-10-25","Opus","Court side Hi ","CCS.com","69.95"
"2023-10-02","DC","Lynx Zero ","CCS.com","69.95"
"2023-10-10","Vans","Wayvee ","CCS.com","94.95"
"2023-10-08","Adidas","Busenitz Pro ","Tactics.com","84.95"
"2023-10-14","C1rca","Buckler Sk ","CCS.com","69.95"
"2023-10-26","Converse","AS","CCS.com","79.95"
"2023-10-21","Last Resort","Resort AB VM003 Suede Hi ","CCS.com","99.95"
"2023-10-28","C1rca","CX201R ","CCS.com","79.95"
"2023-10-19","Vans","Skate Half Cab ","CCS.com","84.95"
"2023-10-04","Emerica","OG","CCS.com","94.95"
"2023-10-09","eS","Accel OG ","Tactics.com","89.95"
"2023-10-07","Saucony","Shadow 6000 ","CCS.com","111.98"
"2023-10-07","Vans","Crockett High Decon ","CCS.com","89.95"
"2023-10-16","Last Resort","VM003 - Canvas High Top ","Tactics.com","89.95"
"2023-10-08","Globe","Gillette Mid ","CCS.com","129.95"
"2023-10-16","New","Balance 440 Hi ","CCS.com","63.00"
"2023-10-05","Converse","Chuck Taylor All Star Pro Mid ","Tactics.com","74.95"
"2023-10-03","DC","Lynx Zero S ","CCS.com","74.95"
"2023-10-26","C1rca","805 ","CCS.com","79.95"
"2023-10-26","DC","Manual Hi ","Tactics.com","0.00"
"2023-10-03","Etnies","MC Rap Hi ","Tactics.com","94.95"
"2023-10-20","Etnies","MC Rap Hi ","Tactics.com","94.95"
"2023-10-04","Globe","Gillette Mid ","CCS.com","129.95"
"2023-10-03","Vans","Skate Sk8-Hi Shoes","Tactics.com","79.95"
"2023-10-26","Converse","One Star Pro Ox ","CCS.com","74.95"
"2023-10-23","Adidas","Tyshawn Low ","CCS.com","84.95"
"2023-10-15","Lakai","Trudger ","Tactics.com","94.95"
"2023-10-08","Converse","Louie Lopez Pro Mid ","CCS.com","71.96"
"2023-10-07","Globe","Gillette Mid ","CCS.com","129.95"
"2023-09-30","Vans","Authentic VR3 Sf ","CCS.com","84.95"
"2023-10-23","C1rca","CX201R ","CCS.com","79.95"
"2023-10-13","Globe","Sabre ","CCS.com","159.95"
"2023-10-19","New Balance","Numeric 808 Tiago Lemos ","Tactics.com","109.95"
"2023-10-25","Etnies","JOSL1N ","Tactics.com","109.95"
"2023-10-03","Emerica","x Michael Sieben Omen Hi ","CCS.com","84.95"
"2023-10-26","Vans","Half Cab GORE-TEX MTE-3 Boots","Tactics.com","169.95"
"2023-10-12","New","Balance 808 Tiago ","CCS.com","77.00"
"2023-10-02","Adidas","Nora ","Tactics.com","79.95"
"2023-10-23","Nike SB","Ishod Wair ","Tactics.com","0.00"
"2023-10-03","Converse","AS","CCS.com","79.95"
"2023-10-20","New","Balance 508 Westgate ","CCS.com","79.95"
"2023-10-03","Globe","Mahalo ","CCS.com","84.95"
"2023-10-08","Adidas","PUIG Indoor ","Tactics.com","79.95"
"2023-10-16","New","Balance 580 ","CCS.com","91.00"
"2023-10-14","Converse","Chuck 70 Ox ","CCS.com","84.95"
"2023-10-05","Globe","Sabre ","CCS.com","159.95"
"2023-10-28","Reebok","Club C Bulc ","CCS.com","89.95"
"2023-10-12","Nike SB","SB Zoom Janoski OG+ ","CCS.com","94.95"
"2023-10-26","Globe","Mahalo Plus ","CCS.com","89.95"
"2023-10-07","Vans","Half Cab GORE-TEX MTE-3 Boots","Tactics.com","169.95"
"2023-10-05","Adidas","Samba ADV ","Tactics.com","99.95"
"2023-10-27","C1rca","805 ","CCS.com","79.95"
"2023-10-21","Emerica","Wino G6 Slip-On Shoes","Tactics.com","69.95"
"2023-10-26","Vans","Rowan 2 ","CCS.com","109.95"
"2023-10-26","Adidas","Adimatic Mid x Maite ","CCS.com","131.95"
"2023-10-25","Adidas","Tyshawn Low ","CCS.com","84.95"
"2023-10-13","Converse","Ctas Pro Hi ","CCS.com","74.95"
"2023-09-30","Vans","Skate Grosso Mid ","CCS.com","84.95"
"2023-10-15","Adidas","Nora ","CCS.com","67.98"
"2023-10-02","Nike SB","Ishod Wair ","Tactics.com","0.00"
"2023-10-04","Lakai","Flaco II ","Tactics.com","79.95"
"2023-10-02","Emerica","x Biltwell Wino G6 Slip","CCS.com","74.95"
"2023-10-23","Lakai","x Pacifico Cambridge ","CCS.com","79.95"
"2023-10-20","Opus","Honey Slip ","CCS.com","64.95"
"2023-10-04","Vans","Skate Authentic ","CCS.com","79.95"
"2023-10-10","Adidas","Busenitz ","CCS.com","84.95"
"2023-10-10","Adidas","Adimatic Mid x Maite ","CCS.com","131.95"
"2023-09-30","Nike SB","SB Blazer Low Pro GT Prm ","CCS.com","89.95"
"2023-10-07","New Balance","Numeric 306 Jamie Foy ","Tactics.com","89.95"
"2023-10-02","DAKINE","Friendly Foam Vanish Sandals","Tactics.com","0.00"
"2023-10-11","eS","Accel OG ","Tactics.com","89.95"
"2023-10-12","eS","The Muska ","Tactics.com","149.95"
"2023-09-30","Emerica","Wino G6 Slip-On Shoes","Tactics.com","74.95"
"2023-10-26","New Balance","Numeric 417 Franky Villani ","Tactics.com","89.95"
"2023-10-13","Converse","Louie Lopez Pro Mid ","CCS.com","71.96"
"2023-10-12","Converse","Chuck 70 Hi ","CCS.com","89.95"
"2023-10-18","DC","Manual Hi ","Tactics.com","0.00"
"2023-10-17","Vans","Rowan ","CCS.com","84.95"
"2023-10-03","Adidas","Nora ","CCS.com","67.98"
"2023-10-13","Adidas","Samba ADV ","Tactics.com","99.95"
"2023-10-12","Emerica","Wino G6 Slip-On Shoes","Tactics.com","69.95"
"2023-10-10","New","Balance 1010 Tiago ","CCS.com","109.95"
"2023-10-23","Adidas","Busenitz Pro ","Tactics.com","84.95"
"2023-10-12","New","Balance Numeric 480 ","CCS.com","99.95"
"2023-10-10","New","Balance 580 ","CCS.com","91.00"
"2023-10-19","Last Resort","VM001 - Suede High Top ","Tactics.com","94.95"
"2023-10-11","Last Resort","VM003 - Suede Low Top ","Tactics.com","89.95"
"2023-10-24","Last Resort","Resort AB x Spitfire VM003 Canvas ","CCS.com","89.95"
"2023-10-18","Globe","Sabre ","CCS.com","159.95"
"2023-10-01","Nike SB","Zoom Blazer Mid ","Tactics.com","89.95"
"2023-10-01","Vans","The Lizzie ","CCS.com","89.95"
"2023-10-21","Converse","Chuck Taylor All Star Pro Mid ","Tactics.com","74.95"
"2023-10-04","Converse","Ctas Pro Mid ","CCS.com","74.95"
"2023-10-18","Vans","Skate Old Skool Shoes","Tactics.com","74.95"
"2023-10-12","New","Balance 440 Hi ","CCS.com","63.00"
"2023-10-16","Last Resort","Resort AB VM003 Suede Lo ","CCS.com","89.95"
"2023-10-03","DC","Kalis Lite ","CCS.com","79.95"
"2023-10-28","Lakai","Trudger ","Tactics.com","89.95"
"2023-10-06","Adidas","Samba ADV ","Tactics.com","99.95"
"2023-10-19","New","Balance 580 ","CCS.com","91.00"
"2023-10-17","Vans","Skate Half Cab '92 Shoes","Tactics.com","94.95"
"2023-10-23","Adidas","Samba ADV ","CCS.com","99.95"
"2023-10-08","New Balance","Numeric 1010 Tiago Lemos ","Tactics.com","109.95"
"2023-10-11","Footprint","Liberty ","Tactics.com","0.00"
"2023-10-17","Converse","Chuck Taylor All Star Pro ","Tactics.com","74.95"
"2023-10-08","Adidas","Samba ADV ","Tactics.com","99.95"
"2023-10-18","Opus","Court Low ","CCS.com","59.95"
"2023-10-14","Emerica","OG","CCS.com","94.95"
"2023-10-12","Saucony","Shadow 6000 ","CCS.com","111.98"
"2023-10-04","New","Balance 508 Westgate ","CCS.com","79.95"
"2023-10-12","Converse","Chuck Taylor All Star Pro ","Tactics.com","74.95"
"2023-10-24","C1rca","CX201R ","CCS.com","79.95"
"2023-10-21","Etnies","Windrow ","Tactics.com","79.95"
"2023-10-10","Last Resort","CM001 - Low Top ","Tactics.com","94.95"
"2023-10-09","Vans","Rowan ","CCS.com","84.95"
"2023-10-19","Vans","Wayvee ","CCS.com","94.95"
"2023-10-10","Vans","Skate Old Skool Shoes","Tactics.com","74.95"
"2023-10-06","DC","Metric S x Will ","CCS.com","109.95"
"2023-10-22","Emerica","Wino G6 Cup Slip-On Shoes","Tactics.com","84.95"
"2023-10-13","Adidas","Busenitz Pro ","Tactics.com","84.95"
"2023-10-25","New","Balance 580 ","CCS.com","129.95"
"2023-10-03","Etnies","JOSL1N ","Tactics.com","109.95"
"2023-10-16","eS","x Chomp On Kicks Tribo x Vireo ","CCS.com","119.95"
"2023-10-07","Adidas","Samba ADV ","CCS.com","99.95"
"2023-10-12","New","Balance 417 Franky Halloween ","CCS.com","94.95"
"2023-10-02","New","Balance Numeric 480 ","CCS.com","99.95"
"2023-10-18","Vans","Rowan ","CCS.com","84.95"
"2023-10-09","Nike SB","Leo ","Tactics.com","94.95"
"2023-10-13","DC","Manual Hi ","Tactics.com","0.00"
"2023-10-23","Last Resort","VM001 - Suede High Top ","Tactics.com","94.95"
"2023-10-09","Emerica","Wino G6 Slip-On Shoes","Tactics.com","74.95"
"2023-10-05","Vans","Skate Half Cab &#39;92 ","CCS.com","94.95"
"2023-10-03","Emerica","Wino G6 Cup Slip-On Shoes","Tactics.com","84.95"
"2023-10-21","Adidas","Tyshawn ","CCS.com","89.95"
"2023-10-21","Emerica","Gamma G6 ","Tactics.com","94.95"
"2023-10-08","Adidas","Tyshawn Low ","CCS.com","84.95"
"2023-10-08","New","Balance 508 Westgate ","CCS.com","79.95"
"2023-10-02","Vans","Wayvee ","CCS.com","94.95"
"2023-10-06","New","Balance Numeric 480 ","CCS.com","99.95"
"2023-10-03","Etnies","Windrow ","Tactics.com","79.95"
"2023-10-28","Adidas","Busenitz Vulc II ","CCS.com","74.95"
"2023-10-26","Nike SB","Zoom Blazer Mid ","Tactics.com","89.95"
"2023-10-25","Converse","Chuck 70 Ox ","CCS.com","84.95"
"2023-10-24","Last Resort","VM003 - Suede High Top ","Tactics.com","99.95"
"2023-10-02","Nike SB","SB Zoom Blazer Mid ","CCS.com","89.95"
"2023-10-10","New","Balance 306 Foy ","CCS.com","89.95"
"2023-10-26","Opus","Honey Slip ","CCS.com","64.95"
"2023-10-26","eS","Penny 2 ","Tactics.com","0.00"
"2023-10-22","New Balance","Numeric 306 Jamie Foy ","Tactics.com","94.95"
"2023-10-20","DAKINE","Friendly Foam Vanish Sandals","Tactics.com","0.00"
"2023-09-30","Etnies","Joslin Vulc ","CCS.com","94.95"
"2023-10-19","Converse","Chuck 70 Hi ","CCS.com","89.95"
"2023-10-06","Lakai","Flaco II ","Tactics.com","79.95"
"2023-09-30","DC","Pure High","CCS.com","94.95"
"2023-10-18","New","Balance 580 ","CCS.com","91.00"
"2023-10-05","Adidas","Adimatic Mid x Maite ","CCS.com","131.95"
"2023-10-03","Etnies","Marana Michelin ","Tactics.com","104.95"
"2023-10-09","Converse","Chuck 70 Ox ","CCS.com","84.95"
"2023-10-03","Vans","Zahba ","Tactics.com","94.95"
"2023-10-06","N/A","Previous","Tactics.com","0.00"
"2023-10-08","Last Resort","Resort AB VM003 Suede Lo ","CCS.com","89.95"
"2023-10-06","New","Balance 997H ","CCS.com","89.95"
"2023-10-14","New","Balance Numeric 480 ","CCS.com","99.95"
"2023-10-14","Etnies","JOSL1N ","Tactics.com","109.95"
"2023-10-09","DAKINE","Friendly Foam Vanish Sandals","Tactics.com","0.00"
"2023-10-07","Saucony","Jazz Court ","CCS.com","70.00"
"2023-10-03","Etnies","Jefferson Mtw ","CCS.com","99.95"
"2023-10-21","Nike SB","SB Zoom Janoski OG+ ","CCS.com","94.95"
"2023-10-26","New Balance","Numeric 1010 Tiago Lemos ","Tactics.com","109.95"
"2023-10-03","Nike SB","SB Zoom Blazer Mid ","CCS.com","89.95"
"2023-10-27","Converse","AS","CCS.com","79.95"
"2023-10-02","Nike SB","Leo ","Tactics.com","94.95"
"2023-10-20","Last Resort","Resort AB VM003 Suede Hi ","CCS.com","99.95"
"2023-10-25","C1rca","Tave TT ","CCS.com","79.95"
"2023-10-22","Opus","Standard Mid ","CCS.com","74.95"
"2023-10-25","Adidas","Tyshawn ","CCS.com","89.95"
"2023-10-22","Lakai","x Pacifico Telford ","CCS.com","99.95"
"2023-10-18","New","Balance 22 ","CCS.com","84.95"
"2023-10-15","DC","Metric S x Will ","CCS.com","109.95"
"2023-10-28","Converse","AS","CCS.com","79.95"
"2023-10-13","Vans","Skate Old Skool Shoes","Tactics.com","74.95"
"2023-10-17","New","Balance 417 Villani ","CCS.com","89.95"
"2023-10-09","Converse","Louie Lopez Pro Mid ","Tactics.com","79.95"
"2023-10-24","Opus","Court Low ","CCS.com","59.95"
"2023-10-06","DAKINE","Friendly Foam Vanish Sandals","Tactics.com","0.00"
"2023-10-02","Hours","Is Yours C71 ","CCS.com","84.95"
"2023-10-06","Last Resort","Resort AB VM002 Suede ","CCS.com","89.95"
"2023-10-15","Reebok","BB 4000 II ","CCS.com","89.95"
"2023-10-09","Adidas","Busenitz ","CCS.com","84.95"
"2023-10-19","Lakai","Terrace ","Tactics.com","84.95"
"2023-10-13","Saucony","Shadow 6000 ","CCS.com","111.98"
"2023-10-28","Reebok","Club C 85 ","CCS.com","84.95"
"2023-10-04","DC","x Ben G Truth ","CCS.com","139.95"
"2023-10-26","C1rca","Buckler SK ","CCS.com","69.95"
"2023-10-02","eS","Penny 2 ","CCS.com","99.95"
"2023-10-10","New Balance","Numeric 306 Jamie Foy ","Tactics.com","89.95"
"2023-10-11","Lakai","EVO 2.0 Shoes","Tactics.com","89.95"
"2023-10-10","eS","Penny 2 ","CCS.com","99.95"
"2023-10-27","Thirtytwo","The Lounger Slippers","Tactics.com","79.95"
"2023-10-19","Adidas","Samba ADV ","Tactics.com","99.95"
"2023-10-25","DC","Manual Hi ","Tactics.com","0.00"
"2023-10-03","Hours","Is Yours Bryan Herman Code ","CCS.com","84.95"
"2023-10-03","Converse","Chuck Taylor All Star Pro Mid ","Tactics.com","74.95"
"2023-10-26","eS","Accel OG ","Tactics.com","89.95"
"2023-10-08","Adidas","Samba ADV ","CCS.com","99.95"
"2023-10-15","DC","Manual Hi ","Tactics.com","0.00"
"2023-10-22","Footprint","Liberty ","Tactics.com","0.00"
"2023-10-22","Lakai","Essex ","Tactics.com","74.95"
"2023-10-06","DAKINE","Friendly Foam Comfy Sandals","Tactics.com","0.00"
"2023-10-24","Globe","Mahalo Plus ","CCS.com","89.95"
"2023-10-17","New","Balance 22 ","CCS.com","84.95"
"2023-10-21","New","Balance 417 Villani ","CCS.com","89.95"
"2023-10-01","Last Resort","VM003 - Suede High Top ","Tactics.com","99.95"
"2023-10-21","N/A","Previous","Tactics.com","0.00"
"2023-10-03","Vans","Zahba Mid ","CCS.com","77.00"
"2023-10-19","Vans","Ultrarange EXO Hi GORE-TEX BOA MTE-3 Boots","Tactics.com","229.95"
"2023-10-18","Converse","Ctas Pro Mid ","CCS.com","74.95"
"2023-10-16","Adidas","Gonz Aloha Super 80's ","Tactics.com","99.95"
"2023-10-11","Globe","Sabre ","CCS.com","159.95"
"2023-10-10","Emerica","OG","CCS.com","94.95"
"2023-10-06","eS","Accel OG ","Tactics.com","89.95"
"2023-10-26","Lakai","Trudger ","Tactics.com","94.95"
"2023-10-05","Adidas","Nora ","Tactics.com","79.95"
"2023-10-28","Lakai","Telford Low ","Tactics.com","87.95"
"2023-10-12","Vans","Wayvee ","CCS.com","94.95"
"2023-09-30","Vans","The Lizzie ","CCS.com","89.95"
"2023-10-12","Lakai","Terrace ","Tactics.com","84.95"
"2023-10-08","Adidas","Busenitz ","CCS.com","84.95"
"2023-10-02","Vans","Skate Style 53 ","CCS.com","74.95"
"2023-10-17","Adidas","Samba ADV ","Tactics.com","99.95"
"2023-10-02","Nike SB","Zoom Blazer Low Pro GT ","Tactics.com","84.95"
"2023-10-19","Etnies","JOSL1N ","Tactics.com","109.95"
"2023-10-02","N/A","Previous","Tactics.com","0.00"
"2023-10-07","Converse","Chuck 70 Ox ","CCS.com","84.95"
"2023-10-01","Lakai","Terrace ","Tactics.com","86.95"
"2023-10-07","Globe","Mahalo ","CCS.com","84.95"
"2023-09-30","Nike SB","SB Zoom Nyjah 3 ","CCS.com","77.00"
"2023-10-27","C1rca","CX201R ","CCS.com","79.95"
"2023-10-27","Tactics","Cascadia Puffy Slippers","Tactics.com","0.00"
"2023-10-07","Vans","Rowan ","CCS.com","84.95"
"2023-10-09","Globe","Gillette Mid ","CCS.com","129.95"
"2023-10-12","New","Balance 306 Foy ","CCS.com","89.95"
"2023-10-12","New","Balance 508 Westgate ","CCS.com","79.95"
"2023-10-02","Globe","Dover II Vibram ","CCS.com","199.95"
"2023-10-02","Last Resort","CM001 - Low Top ","Tactics.com","94.95"
"2023-10-17","New","Balance 417 Franky Halloween ","CCS.com","94.95"
"2023-10-13","Etnies","JOSL1N ","Tactics.com","109.95"
"2023-10-27","Converse","One Star Pro ","Tactics.com","74.95"
"2023-10-08","New","Balance 417 Franky Halloween ","CCS.com","94.95"
"2023-10-21","New","Balance Numeric 480 ","CCS.com","99.95"
"2023-10-18","Converse","Chuck Taylor All Star Pro High ","Tactics.com","79.95"
"2023-10-12","Adidas","Busenitz Pro ","Tactics.com","84.95"
"2023-10-19","Opus","Court Low ","CCS.com","59.95"
"2023-10-18","Lakai","Telford Low ","Tactics.com","87.95"
"2023-10-01","Reebok","Club C Mid II ","CCS.com","89.95"
"2023-10-24","Emerica","Wino G6 Cup Slip-On Shoes","Tactics.com","84.95"
"2023-10-28","Opus","Court Low ","CCS.com","59.95"
"2023-10-13","Vans","Rowan ","CCS.com","84.95"
"2023-10-10","New","Balance 508 Westgate ","CCS.com","79.95"
"2023-10-18","Converse","AS","CCS.com","79.95"
"2023-10-05","N/A","Previous","Tactics.com","0.00"
"2023-10-13","Nike SB","SB Zoom Blazer Mid ","CCS.com","89.95"
"2023-10-23","DC","Metric S x Will ","CCS.com","109.95"
"2023-10-08","Saucony","Jazz Court ","CCS.com","70.00"
"2023-10-06","eS","The Muska ","Tactics.com","149.95"
"2023-10-13","Adidas","Superstar ADV ","Tactics.com","99.95"
"2023-10-03","Vans","Skate Old Skool Shoes","Tactics.com","74.95"
"2023-10-21","C1rca","AL 50 ","CCS.com","69.95"
"2023-10-21","eS","The Muska ","Tactics.com","149.95"
"2023-10-24","Saucony","Shadow 6000 ","CCS.com","139.95"
"2023-10-05","Emerica","OG","CCS.com","94.95"
"2023-10-24","Opus","Court side Hi ","CCS.com","69.95"
"2023-10-16","Vans","Skate Half Cab '92 Shoes","Tactics.com","94.95"
"2023-10-24","Adidas","Superstar ADV ","Tactics.com","99.95"
"2023-10-20","DC","Metric S x Will ","CCS.com","109.95"
"2023-10-21","Last Resort","VM004 - Milic ","Tactics.com","94.95"
"2023-10-17","Converse","Chuck Taylor All Star Pro Mid ","Tactics.com","74.95"
"2023-10-21","Converse","Chuck 70 Ox ","CCS.com","84.95"
"2023-10-02","Globe","Mahalo ","CCS.com","84.95"
"2023-10-02","Nike SB","SB Zoom Janoski OG+ ","CCS.com","94.95"
"2023-10-21","Adidas","Tyshawn Low ","CCS.com","84.95"
"2023-10-13","New","Balance Numeric 480 ","CCS.com","99.95"
"2023-10-01","Adidas","Tyshawn Low ","CCS.com","84.95"
"2023-09-30","Lakai","Cambridge ","Tactics.com","76.95"
"2023-09-30","Last Resort","VM003 - Suede High Top ","Tactics.com","99.95"
"2023-10-19","Converse","Chuck Taylor All Star Pro ","Tactics.com","74.95"
"2023-10-03","Emerica","Gamma G6 ","CCS.com","94.95"
"2023-10-21","Adidas","Busenitz ","CCS.com","84.95"
"2023-10-16","Adidas","Tyshawn ","CCS.com","89.95"
"2023-09-30","Emerica","x Biltwell Wino G6 Slip","CCS.com","74.95"
"2023-10-25","Converse","Chuck Taylor All Star Pro High ","Tactics.com","79.95"
"2023-10-24","Adidas","Adimatic Mid x Maite ","CCS.com","131.95"
"2023-10-10","eS","Penny 2 ","Tactics.com","0.00"
"2023-10-25","New","Balance 508 Westgate ","CCS.com","79.95"
"2023-10-19","Last Resort","Resort AB VM004 Milic Suede ","CCS.com","94.95"
"2023-10-08","DC","Metric S x Will ","CCS.com","109.95"
"2023-10-05","Vans","Skate Half Cab ","CCS.com","84.95"
"2023-10-02","New","Balance 1010 Tiago ","CCS.com","77.00"
"2023-10-26","Adidas","Busenitz ","CCS.com","84.95"
"2023-10-20","Converse","Chuck Taylor All Star Pro High ","Tactics.com","79.95"
"2023-10-23","Reebok","Club C 85 ","CCS.com","84.95"
"2023-10-19","Adidas","Forum 84 Low ADV ","CCS.com","109.95"
"2023-10-12","Vans","Skate Half Cab ","CCS.com","84.95"
"2023-10-16","Nike SB","Zoom Blazer Low Pro GT ","Tactics.com","84.95"
"2023-10-04","Adidas","Superstar ADV ","Tactics.com","99.95"
"2023-10-03","Emerica","x Biltwell Wino G6 Slip","CCS.com","74.95"
"2023-10-28","Reebok","Pump Tz ","CCS.com","159.95"
"2023-10-16","Etnies","MC Rap Hi ","Tactics.com","94.95"
"2023-10-19","Converse","Chuck 70 Ox ","CCS.com","84.95"
"2023-10-16","Nike SB","SB Zoom Janoski OG+ ","CCS.com","94.95"
"2023-10-19","Vans","Skate Half Cab &#39;92 ","CCS.com","94.95"
"2023-10-05","Adidas","Forum 84 Low ADV ","CCS.com","109.95"
"2023-10-16","Nike SB","Ishod Wair ","Tactics.com","0.00"
"2023-10-06","Last Resort","Resort AB VM003 Suede Hi ","CCS.com","99.95"
"2023-10-18","Converse","Chuck Taylor All Star Pro ","Tactics.com","74.95"
"2023-10-13","Adidas","PUIG Indoor ","Tactics.com","79.95"
"2023-10-15","Converse","Chuck 70 Ox ","CCS.com","84.95"
"2023-10-23","Emerica","Gamma G6 ","Tactics.com","94.95"
"2023-10-10","Lakai","Trudger ","Tactics.com","94.95"
"2023-10-18","Converse","Louie Lopez Pro Mid ","Tactics.com","79.95"
"2023-10-15","N/A","Previous","Tactics.com","0.00"
"2023-10-12","eS","Penny 2 ","CCS.com","99.95"
"2023-10-06","New","Balance 440 Hi ","CCS.com","63.00"
"2023-10-02","Nike SB","Zoom Blazer Mid ","Tactics.com","89.95"
"2023-10-02","Globe","Gillette Mid ","CCS.com","129.95"
"2023-10-23","Adidas","Busenitz Vulc II ","CCS.com","74.95"
"2023-10-19","Converse","Louie Lopez Pro Mid ","CCS.com","71.96"
"2023-10-06","Adidas","Superstar ADV ","CCS.com","99.95"
"2023-10-01","eS","Penny 2 ","CCS.com","99.95"
"2023-10-09","Adidas","Tyshawn Low ","CCS.com","84.95"
"2023-10-08","Vans","Half Cab GORE-TEX MTE-3 Boots","Tactics.com","169.95"
"2023-10-14","Last Resort","Resort AB VM003 Suede Hi ","CCS.com","99.95"
"2023-10-07","New","Balance 508 Westgate ","CCS.com","79.95"
"2023-10-17","New","Balance Numeric 480 ","CCS.com","99.95"
"2023-10-28","Opus","Standard Mid ","CCS.com","74.95"
"2023-10-21","DC","x Ben G Truth ","CCS.com","139.95"
"2023-10-11","Etnies","MC Rap Hi ","Tactics.com","94.95"
"2023-10-10","Nike SB","SB Zoom Blazer Mid ","CCS.com","89.95"
"2023-10-28","C1rca","AL 50 ","CCS.com","69.95"
"2023-10-20","Etnies","Marana Michelin ","Tactics.com","104.95"
"2023-10-18","eS","Muska ","CCS.com","149.95"
"2023-10-28","Converse","One Star Pro Ox ","CCS.com","74.95"
"2023-10-14","DC","Metric S x Will ","CCS.com","109.95"
"2023-10-15","Vans","Skate Old Skool Shoes","Tactics.com","74.95"
"2023-10-03","eS","Penny 2 ","Tactics.com","0.00"
"2023-10-14","Adidas","Nora ","CCS.com","67.98"
"2023-09-30","Globe","Mahalo ","CCS.com","84.95"
"2023-10-19","Nike SB","Zoom Blazer Low Pro GT ","Tactics.com","84.95"
"2023-10-05","New Balance","Numeric 306 Jamie Foy ","Tactics.com","89.95"
"2023-10-10","Converse","AS","CCS.com","79.95"
"2023-09-30","Adidas","Superstar ADV ","CCS.com","99.95"
"2023-10-27","Opus","Standard Low ","CCS.com","64.95"
"2023-10-17","New","Balance 306 Foy ","CCS.com","89.95"
"2023-10-22","Adidas","Busenitz Vulc II ","CCS.com","74.95"
"2023-09-30","Osiris","D3 Og ","CCS.com","95.95"
"2023-10-01","Footprint","Liberty ","Tactics.com","0.00"
"2023-10-10","DAKINE","Friendly Foam Vanish Sandals","Tactics.com","0.00"
"2023-10-01","Thirtytwo","The Lounger Slippers","Tactics.com","79.95"
